activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252910,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,1,2,105000.0,13.89000,7.740,0.140,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,725000,1,1,3,5,1,NA,80,30%-<36%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5788,50.36,113200,120,1337,1664,35
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252911,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,125000.0,36.87000,8.490,0.780,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,335000,1,1,3,5,1,NA,160,<20%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5070,35.01,113200,100,1549,2382,38
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252104,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,2,2,1,2,105000.0,45.65000,7.990,0.390,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,945000,1,1,3,5,1,NA,260,20%-<30%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,55-64,No,Yes,1,1,6,,,,,10,,,,5981,54.52,113200,159,1594,1789,30
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,4,2,2,1,2,365000.0,78.04000,7.990,0.390,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,1705000,1,1,3,5,1,NA,377,20%-<30%,2,10,2,,,,,5,,,,,2,4,2,5,21,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4964,58.1,113200,138,1125,1442,18
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252911,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,2,2,1,2,55000.0,75.83000,8.240,0.430,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,535000,1,1,3,5,1,NA,168,20%-<30%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5070,35.01,113200,100,1549,2382,38
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252608,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,5,0,2,1,2,2,2,2,2,35000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,214,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4190,82.96,113200,63,682,1144,44
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253403,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,1,1,1,1,2,2,2,585000.0,94.99000,6.125,-0.369,2,4817.20,NA,1345.00,,927.45,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,157,38,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,1,,,,,10,,,,5369,49.9,113200,101,1486,1747,32
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252703,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,1,1,1,1,2,2,2,405000.0,88.69000,6.125,-0.410,2,4769.00,NA,1345.00,,1636.00,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,83,44,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,4263,82.34,113200,81,968,1210,30
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252912,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,4,0,2,1,2,1,2,2,2,365000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,92,NA,9,9,2,,,,,5,,,,,2,4,23,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,5612,43.44,113200,140,1695,1903,27
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095251902,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,105000.0,67.70000,7.990,0.390,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,535000,1,1,3,5,1,NA,134,37,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6123,92.28,113200,76,1002,1520,46
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095250400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,3,0,2,1,4,1,2,2,2,65000.0,12.00000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,20,>60%,1,10,2,,,,,5,,,,,2,4,4,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,1,,,,,1,,,,3372,69.42,113200,70,684,1182,72
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,1,32,1,2,2,2,575000.0,77.07000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,73,>60%,3,9,2,,,,,2,,,,,2,2,2,,,,,2,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,1,,,,7039,74.57,113200,91,1303,2319,32
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095250400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,2,1,2,2,2,65000.0,12.00000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,20,>60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,3,,,,,1,,,,3372,69.42,113200,70,684,1182,72
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252915,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,2,2,1,2,95000.0,68.05000,7.990,0.390,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,725000,1,1,3,5,1,NA,144,40,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,6318,57.01,113200,144,1495,1795,18
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252915,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,165000.0,77.72000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,915000,1,1,3,5,1,NA,172,>60%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,55-64,No,No,1,1,6,,,,,1,4,9,,6318,57.01,113200,144,1495,1795,18
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,255000.0,50.22000,7.990,0.390,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,1515000,1,1,3,5,1,NA,179,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4361,28.92,113200,107,1640,2267,49
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,0,2,1,4,2,2,1,2,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,NA,1,1,3,5,1,NA,133,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,4179,44.87,113200,74,819,1379,56
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095250400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,3,0,2,1,4,2,2,2,2,25000.0,8.00000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,20,50%-60%,2,10,2,,,,,5,,,,,2,4,4,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,1,,,,3372,69.42,113200,70,684,1182,72
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252311,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,4,2,2,1,2,55000.0,6.59000,7.740,0.140,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,755000,1,1,3,5,1,NA,78,40,2,9,2,,,,,2,,,,,2,2,2,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,6,,,,,10,,,,4623,63.08,113200,158,1105,1339,25
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095250801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,2,2,125000.0,74.79000,6.990,0.763,2,489.95,NA,395.00,,,180,NA,NA,2,2,2,2,785000,1,1,3,5,1,NA,230,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,4916,68.27,113200,86,781,1130,33
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095251803,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,4,2,2,2,2,85000.0,35.54000,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,54,50%-60%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,5526,86.19,113200,78,1049,1409,48
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253403,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,4,2,2,1,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,NA,1,1,3,5,1,NA,126,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5369,49.9,113200,101,1486,1747,32
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252903,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,4,2,2,1,2,255000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,NA,1,1,3,5,1,NA,221,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,4475,29.25,113200,148,1357,1859,40
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253106,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,3,0,2,1,4,1,2,2,2,155000.0,29.79000,NA,NA,3,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,20,>60%,2,9,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,1,,,,,1,,,,3427,56.46,113200,99,673,953,42
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,1,1,1,1,2,2,2,385000.0,80.00000,6.250,0.378,3,9237.17,NA,6569.67,5224.67,,180,NA,NA,2,2,2,2,475000,1,2,3,5,1,NA,403,42,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,8478,57.16,113200,124,2001,2606,17
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252608,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,1,1,1,1,2,2,2,215000.0,81.13000,6.500,0.074,2,8165.85,NA,5298.85,3953.85,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,65,44,1,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,4190,82.96,113200,63,682,1144,44
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252315,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,32,1,2,2,2,195000.0,43.33000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,86,20%-<30%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,1,,,,,9,,,,4283,69.79,113200,121,1004,1282,35
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252317,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,3,0,2,1,4,2,2,2,2,65000.0,58.09000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,86,46,2,9,2,,,,,2,,,,,2,2,3,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,No,Yes,1,1,6,,,,,1,,,,11656,76.62,113200,116,2279,3013,15
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252704,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,65000.0,57.02000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,215,<20%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,9,,,,5325,77.24,113200,105,778,1158,42
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252915,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,105000.0,89.83000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,595000,1,1,3,5,1,NA,277,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,45-54,No,No,1,1,6,,,,,4,9,,,6318,57.01,113200,144,1495,1795,18
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252705,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,2,2,2,2,75000.0,92.16000,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,109,50%-60%,2,10,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,4,,,6144,73.5,113200,97,1389,1861,37
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,1,1,1,1,2,2,2,595000.0,80.00000,6.125,-0.550,2,7424.44,NA,3980.94,2635.94,,360,NA,NA,2,2,2,2,745000,1,1,3,5,1,NA,167,36,2,9,2,,,,,2,,,,,2,2,2,23,,,,2,22,26,27,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,8478,57.16,113200,124,2001,2606,17
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252204,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,2,2,2,2,2,255000.0,62.83000,6.990,0.778,2,1019.90,NA,395.00,,,84,NA,NA,2,2,2,2,1355000,1,1,3,5,1,NA,457,39,2,9,2,,,,,2,,,,,2,2,5,,,,,2,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5267,56.73,113200,128,1429,1696,27
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252908,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,8,0,1,1,1,1,2,2,2,385000.0,NA,5.500,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,115,NA,9,10,2,,,,,5,,,,,2,4,2,26,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,3825,52.6,113200,94,590,871,43
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,155000.0,78.27000,7.490,0.943,2,609.90,NA,395.00,,,240,NA,NA,2,2,2,2,955000,1,1,3,5,1,NA,141,39,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4964,58.1,113200,138,1125,1442,18
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252912,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,2,2,2,2,2,35000.0,69.63000,7.990,1.527,2,474.95,NA,395.00,,,240,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,87,40,2,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,5612,43.44,113200,140,1695,1903,27
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,255000.0,68.65000,7.740,0.170,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,1115000,1,1,3,5,1,NA,292,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,4179,44.87,113200,74,819,1379,56
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,85000.0,64.70000,9.490,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,545000,1,3,3,5,1,NA,292,38,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,4821,29.72,113200,123,1652,1940,0
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253403,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,75000.0,74.02000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,695000,1,1,3,5,1,NA,102,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,5369,49.9,113200,101,1486,1747,32
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252904,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,35000.0,81.29000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,855000,1,1,3,5,1,NA,274,46,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,25-34,25-34,No,No,1,1,6,,,,,1,,,,8478,57.16,113200,124,2001,2606,17
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,1,2,1,2,225000.0,38.79000,7.740,0.120,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,585000,1,1,3,5,1,NA,92,30%-<36%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5815,55.63,113200,80,982,1568,33
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252306,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,195000.0,65.05000,7.990,0.370,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,645000,1,1,3,5,1,NA,135,40,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,55-64,Yes,No,1,1,6,,,,,10,,,,3523,57.79,113200,134,794,1007,37
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252908,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,2,2,25000.0,62.32000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,102,30%-<36%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,4,,,,3825,52.6,113200,94,590,871,43
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252315,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,2,2,2,2,2,105000.0,63.85000,6.990,0.651,2,474.95,NA,395.00,,,240,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,203,20%-<30%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,4283,69.79,113200,121,1004,1282,35
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252707,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,2,2,2,2,55000.0,49.11000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,23,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,5044,70.9,113200,76,1084,1569,42
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095252315,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,2,32,1,2,2,2,195000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,86,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,3,,,,,10,,,,4283,69.79,113200,121,1004,1282,35
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095250105,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,2,0,2,1,2,2,2,2,2,95000.0,69.97000,7.490,0.907,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,125,41,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,7243,89,113200,116,1489,1938,30
2024,549300GAX7IKJUKCJE72,46700,CA,06095,06095253101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,35000.0,59.02000,7.740,0.200,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,575000,1,1,3,5,1,NA,83,41,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5302,46.91,113200,135,1244,1987,58
